description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
#Halab_News | A vacuum missile fired by a Russian warplane on the Myassar neighborhood kills a child and a man., None, 36.1961392, 37.1830665, RU_1911,"
            Alleged civilian casualties from Russian attacks"," Nov. 16, 2015, 4:12 p.m.", شبكة حلب نيوز - Halab News Network, None,https://www.youtube.com/watch?v=3E5y5sExpiw, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1911,https://media.syrianarchive.org/files/russian_attacks/%23%d8%ad%d9%84%d8%a8_%d9%86%d9%8a%d9%88%d8%b2_%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%b5%d8%a7%d8%b1%d9%88%d8%ae%20%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%ad%d9%8a%20%d8%a7%d9%84%d9%85%d9%8a%d8%b3%d8%b1%20%d9%88%d8%a7%d8%b3%d8%aa%d8%b4%d9%87%d8%a7%d8%af%20%d8%b7%d9%81%d9%84%20%d9%88%20%d8%b1%d8%ac%d9%84%2016_11_2015-3E5y5sExpiw.mp4
Syrian civil defense Idlib Khan Shaykhun center output of a young man from the rubble result of air strikes Russian warplanes, IDLIB : Khan Shaykhun, 35.44111, 36.647174, RU_1912,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 8:50 p.m.", الدفاع المدني ادلب-Idlib civil defense, None,https://www.youtube.com/watch?v=gs6UB5ZnQnI, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1912,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a_%d8%a7%d8%af%d9%84%d8%a8%20%d9%85%d8%b1%d9%83%d8%b2%20%d8%ae%d8%a7%d9%86%20%d8%b4%d9%8a%d8%ae%d9%88%d9%86%20%d8%a5%d8%ae%d8%b1%d8%a7%d8%ac%20%d8%b4%d8%a7%d8%a8%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a3%d9%86%d9%82%d8%a7%d8%b6%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a-gs6UB5ZnQnI.mp4
"Russian warplanes in the skies Maart al noman
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1913,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 5:55 p.m.", almarra today, None,https://www.youtube.com/watch?v=GWjM6K94oj4, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1913,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%81%d9%8a%20%d8%b3%d9%85%d8%a7%d8%a1%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a7%d9%84%d9%8a%d9%88%d9%85%2015-11-2015-GWjM6K94oj4.mp4
"Russian aircraft committed a massacre to students in the school of Abu Ala Maart al noman Idlib countryside
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1914,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 5:53 p.m.", almarra today, None,https://www.youtube.com/watch?v=aGVwMWW4BVA, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1914,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%aa%d8%b1%d8%aa%d9%83%d8%a8%20%d9%85%d8%ac%d8%b2%d8%b1%d8%a9%20%d8%a8%d8%ad%d9%82%20%d8%a7%d9%84%d8%b7%d9%84%d8%a7%d8%a8%20%d8%a8%d9%85%d8%af%d8%b1%d8%b3%d8%a9%20%d8%a3%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b9%d9%84%d8%a7%d8%a1%20%d9%81%d9%8a%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a5%d8%af%d9%84%d8%a8%2015-11-2015-aGVwMWW4BVA.mp4
"Baladi camera documented the Russian warplans aviation targeting school children in the town of Maaret al-Numan countryside of Idlib
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1915,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 5:43 p.m.", baladi- news, None,https://www.youtube.com/watch?v=aknhDil7rUA, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1915,https://media.syrianarchive.org/files/russian_attacks/%d9%83%d8%a7%d9%85%d9%8a%d8%b1%d8%a7%20%d8%a8%d9%84%d8%af%d9%8a%20%d8%aa%d9%88%d8%ab%d9%82%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%84%d9%85%d8%af%d8%b1%d8%b3%d8%a9%20%d8%a3%d8%b7%d9%81%d8%a7%d9%84%20%d9%81%d9%8a%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%a5%d8%af%d9%84%d8%a8%202015_11_15-aknhDil7rUA.mp4
"Russian warplanes bombing on the city of Morek Hama countryside
", HAMA : Morek, 35.375176, 36.687255, RU_1916,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 5:13 p.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=t7Htg2jCfrQ, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1916,https://media.syrianarchive.org/files/russian_attacks/%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%85%d9%88%d8%b1%d9%83%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2015%2011%202015-t7Htg2jCfrQ.mkv
"revolution vocalist  Abu Abdullah after suffering from the Russian aviation bombing on the city of Al-Lataminah
", HAMA : latamneh, 35.326749, 36.621766, RU_1917,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 4:58 p.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=yQoIGMKEOGc, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1917,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d9%86%d8%b4%d8%af%20%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d8%a9%20%d8%a3%d8%a8%d9%88%20%d8%b9%d8%a8%d8%af%d8%a7%d9%84%d9%84%d9%87%20%d8%a8%d8%b9%d8%af%20%d8%a5%d8%b5%d8%a7%d8%a8%d8%aa%d9%87%20%d9%85%d9%86%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%2015%2011%202015-yQoIGMKEOGc.mkv
"The destruction of civilian homes in the bombing of the Russian aviation on the city of Al-Lataminah
", HAMA : latamneh, 35.326749, 36.621766, RU_1918,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 4:44 p.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=nuy6tSgLLHo, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1918,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%85%d8%a7%d8%b1%20%d9%81%d9%8a%20%d9%85%d9%86%d8%a7%d8%b2%d9%84%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%d9%8a%d9%86%20%d9%85%d9%86%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%2015%2011%202015-nuy6tSgLLHo.mkv
"Important Media Hama northern countryside  Kafr Zita monitor Russian warplanes in the atmosphere of the city and the bombing of villages in Hama
", HAMA : KafrZita, 35.373461, 36.601458, RU_1919,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 4:42 p.m.", Kafrzita, None,https://www.youtube.com/watch?v=46GE51ZCoeI, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1919,https://media.syrianarchive.org/files/russian_attacks/%d9%87%d9%80%d9%80%d8%a7%d9%85%20%d9%84%d9%84%d8%a7%d8%b9%d9%84%d8%a7%d9%85%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d9%83%d9%81%d8%b1%d8%b2%d9%8a%d8%aa%d8%a7%20%d8%b1%d8%b5%d8%af%20%d9%84%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%84%d8%a7%d8%ac%d9%88%d8%a7%d8%a1%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%88%d9%82%d8%b5%d9%81%d9%87%20%d9%84%d9%82%d8%b1%d9%89%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9-46GE51ZCoeI.mp4
Civil Defense Altmanah extinguish a car burned out as a result of Russain air strike on the town  , IDLIB : Tamana'ah nahiyah, 35.4558544, 36.7501276, RU_1920,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 2:03 p.m.", الدفاع المدني ادلب-Idlib civil defense, None,https://www.youtube.com/watch?v=SBNIz9t1ZxQ, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1920,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%aa%d9%85%d8%a7%d9%86%d8%b9%d8%a9%20%d8%a7%d8%b7%d9%81%d8%a7%d8%a1%20%d8%b3%d9%8a%d8%a7%d8%b1%d8%a9%20%d8%a7%d8%ad%d8%aa%d8%b1%d9%82%d8%aa%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d8%a8%d9%84%d8%af%d8%a9-SBNIz9t1ZxQ.mkv
"Civil Defense Altmanah lifting martyrs and the wounded after air strike of the Russian aviation
", IDLIB : Tamana'ah nahiyah, 35.4558544, 36.7501276, RU_1921,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 1:46 p.m.", الدفاع المدني ادلب-Idlib civil defense, None,https://www.youtube.com/watch?v=MmFIdBejfkU, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1921,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%aa%d9%85%d8%a7%d9%86%d8%b9%d8%a9%20%d8%a7%d9%86%d8%aa%d8%b4%d8%a7%d9%84%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%88%20%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89%20%d8%a7%d8%ab%d8%b1%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a-MmFIdBejfkU.mkv
"Media Maara Center -  monitoring Russian warplanes in the skies of Maart Al Noman city
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1922,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 12:49 p.m.", maara media center, None,https://www.youtube.com/watch?v=q9d21R7hXuU, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1922,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%b1%d9%83%d8%b2%20%d8%a7%d9%84%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d8%a5%d8%b9%d9%84%d8%a7%d9%85%d9%8a%20-%20%d8%b1%d8%b5%d8%af%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%a8%d8%b3%d9%85%d8%a7%d8%a1%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86-q9d21R7hXuU.mkv
"Russian warplanes launched  air strike on the town of Al-Shaykh Maskin in Daraa
", DARAA : Sheikh Miskin, 32.827996, 36.158238, RU_1923,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 12:11 p.m.", Hama News Agency, None,https://www.youtube.com/watch?v=t8P6DOrC-lE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1923,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%b4%d9%86%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%ac%d9%88%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d8%b4%d9%8a%d8%ae%20%d9%85%d8%b3%d9%83%d9%8a%d9%86%20%d9%81%d9%8a%20%d8%af%d8%b1%d8%b9%d8%a7-t8P6DOrC-lE.mkv
"Russian aircraft killed three students and injuring 10 others as a result of targeting their school in Maart
 Al Noman town
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1924,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 11:41 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=-rOpsTSVh5I, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1924,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%aa%d9%82%d8%aa%d9%84%203%20%d8%b7%d9%84%d8%a7%d8%a8%20%d9%88%d8%aa%d8%ac%d8%b1%d8%ad%2010%20%d8%a2%d8%ae%d8%b1%d9%8a%d9%86%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d9%84%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d9%81%20%d9%85%d8%af%d8%b1%d8%b3%d8%aa%d9%87%d9%85%20%d9%81%d9%8a%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86--rOpsTSVh5I.mp4
Ghariyah Al Sharkiyah: the moment of shelling by Russian aircrafts on the town., DARAA : Eastern Al-Ghariyah, 32.6783603, 36.2606822, RU_1925,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 11:24 a.m.", ابو سندس الحوراني-Abo Sundos alhorany, None,https://www.youtube.com/watch?v=QiqI9WxHx3I, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1925,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d9%8a%d8%a9%20%d8%a7%d9%84%d8%b4%d8%b1%d9%82%d9%8a%d8%a9%20%d9%84%d8%ad%d8%b8%d8%a9%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%a8%d9%84%d8%af%d8%a9%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a-QiqI9WxHx3I.mp4
"Maara Media Center -  place air strike by Russian aggression aircrafts  on a junior high school in Maart al noman
", IDLIB : Maret Numan, 35.6478097, 36.6679429, RU_1926,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 10:10 a.m.", maara media center, None,https://www.youtube.com/watch?v=3kwfVh9mR0o, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1926,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%b1%d9%83%d8%b2%20%d8%a7%d9%84%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d8%a5%d8%b9%d9%84%d8%a7%d9%85%d9%8a%20-%20%d9%85%d9%83%d8%a7%d9%86%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b9%d8%af%d9%88%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d8%b1%d8%b3%d8%a9%20%d8%a7%d8%b9%d8%af%d8%a7%d8%af%d9%8a%d8%a9%20%d9%81%d9%8a%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86-3kwfVh9mR0o.mkv
"Russian warplanes bombed the city of Al-Lataminah _Hama countryside
", HAMA : latamneh, 35.326749, 36.621766, RU_1927,"
            Alleged civilian casualties from Russian attacks"," Nov. 15, 2015, 8:46 a.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=iD-BIV4FwiM, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1927,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d9%82%d8%b5%d9%81%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2015%2011%202015-iD-BIV4FwiM.mkv
Aleppo || Scenes from the Russian bombardment of the towns of the northern countryside, ALEPPO : Harithan, 36.287871, 37.0838783, RU_1928,"
            Alleged civilian casualties from Russian attacks"," Nov. 14, 2015, 11:16 a.m.", المكتب الإعلامي حريتان-Harithan media centre, None,https://www.youtube.com/watch?v=I4KO1ke9cbI, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1928,https://media.syrianarchive.org/files/russian_attacks/%d8%ad%d9%84%d8%a8%20_%20%d9%85%d8%b4%d8%a7%d9%87%d8%af%20%d9%85%d9%86%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%8a%d9%81%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%2014-11-2015-I4KO1ke9cbI.mkv
"Kafr Hamra city: the moment of the bombing Russian aviation wich caused  four martyrs and wounded
", ALEPPO : Kafr hamrah, 36.253303, 37.087435, RU_1929,"
            Alleged civilian casualties from Russian attacks"," Nov. 14, 2015, 10:03 a.m.", المكتب الإعلامي في مدينة كفرحمرة-Media office in Kafr hamrah, None,https://www.youtube.com/watch?v=NBt5WFlgYRE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1929,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%83%d9%81%d8%b1%d8%ad%d9%85%d8%b1%d8%a9%20-%20%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%ae%d9%84%d9%81%204%20%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%88%d8%ac%d8%b1%d8%ad%d9%89%2014-11-2015-NBt5WFlgYRE.mp4
"Consecutive attacks by Russian aviation on Hama northern countryside
", DEIR EZZOR : Ghamam, 35.373461, 36.601458, RU_1930,"
            Alleged civilian casualties from Russian attacks"," Nov. 13, 2015, 9:16 p.m.", المركز الصحفي السوري-Syrian Press Centre, None,https://www.youtube.com/watch?v=kl1kr1Ad7Ds, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1930,https://media.syrianarchive.org/files/russian_attacks/%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d9%85%d8%aa%d8%aa%d8%a7%d8%a8%d8%b9%d8%a9%20%d9%84%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%20%d8%b9%d9%84%d9%89%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%2013%20-%2011%20-%202015-kl1kr1Ad7Ds.mkv
"Step || witness the devastation caused by the air strikes of Russian warplanes in Zawiya Mountain
", None," 35°42'34.58""N"," 36°30'27.74""E", RU_1931,"
            Alleged civilian casualties from Russian attacks"," Nov. 13, 2015, 4:58 p.m.", Step News Agency, None,https://www.youtube.com/watch?v=RsLuaHRGVP8, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1931,https://media.syrianarchive.org/files/russian_attacks/%d8%ae%d8%b7%d9%88%d8%a9%20_%d8%b4%d8%a7%d9%87%d8%af%20%d8%a2%d8%ab%d8%a7%d8%b1%20%d8%a7%d9%84%d8%af%d9%85%d8%a7%d8%b1%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%ac%d9%88%d9%8a%d8%a9%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%81%d9%8a%20%d8%ac%d8%a8%d9%84%20%d8%a7%d9%84%d8%b2%d8%a7%d9%88%d9%8a%d8%a9-RsLuaHRGVP8.mp4
"Russian warplanes denounce and bombed Al-Lataminah city Hama countryside
", HAMA : latamneh, 35.326749, 36.621766, RU_1932,"
            Alleged civilian casualties from Russian attacks"," Nov. 13, 2015, 2:11 p.m.", محمود الحموي-Mahmoud Alhamwi, None,https://www.youtube.com/watch?v=4zGYloCOJqw, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1932,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d9%86%d9%82%d8%b6%20%d9%88%d9%8a%d9%82%d8%b5%d9%81%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2013%2011%202015-4zGYloCOJqw.mkv
Russian aircraft bombed the village of Benin parties with phosphorous bombs, None, 35.710568, 36.640649, RU_1933,"
            Alleged civilian casualties from Russian attacks"," Nov. 13, 2015, 7:50 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=G_AFoyTeVWE, None, None, None, None, None,"
         ", None, None,"
                ","
                
        ", None, None,"
                ", None,"
                ",RU_1933,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%aa%d9%82%d8%b5%d9%81%20%d8%a3%d8%b7%d8%b1%d8%a7%d9%81%20%d9%82%d8%b1%d9%8a%d8%a9%20%d8%a8%d9%8a%d9%86%d9%8a%d9%86%20%d8%a8%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d9%81%d9%88%d8%b3%d9%81%d9%88%d8%b1%d9%8a%d8%a9-G_AFoyTeVWE.mkv
